nombre; precio;imagen;;;;;;;;;;
PALO BANDERIN X100UD;4900;https://http2.mlstatic.com/D_Q_NP_2X_690378-MCO79143199260_092024-T.webp;;;;;;;;;;
PALO MEZCLADOR MEDIANO X 500UD;4300;https://superdesechablesdelnorte.com/1404-medium_default/mezclador-plano-madera-11-cm-el-sol-pq-x-500.jpg;;;;;;;;;;
COPA VENECIANA + TAP 8OZ X20UD;16700;https://cdn.ajoverdarnel.com/img/pf/D720800-2.jpg;;;;;;;;;;
COPA VENECIANA + TAPA 5OZ X20UD;9800;https://cdn.ajoverdarnel.com/img/pf/D720500-2.jpg;;;;;;;;;;
COPA VENECIANA + TAP 3OZ X20UD;8400;https://cdn.ajoverdarnel.com/img/pf/D720300.jpg;;;;;;;;;;
COPA VINO TRANSPARENTE  X20UD;9000;https://defiestaencasa.es/wp-content/uploads/2015/10/copa-vino-pequena-pie-colores_01_De_Fiesta_En_Casa.jpg;;;;;;;;;;
COPA SHOT TRANSPARENTE X20UD;5900;https://superdesechablesdelnorte.com/26-home_default/copa-vino-3-oz-cristal-x-20-qualy.jpg;;;;;;;;;;
COPA FLAUTA TRANSPARENTE X20UD;9700;https://m.media-amazon.com/images/I/61qcMlfCr2L.jpg;;;;;;;;;;
TAPA PARA COPA SOUFLLE 1.5, 2 Y 2.5OZ DARN X100UD;4700;https://cdn.ajoverdarnel.com/img/pf/D633000TN.jpg;;;;;;;;;;
COPA SOUFFLE 1.5 PANDA X100UD DARN;5800;https://cdn.ajoverdarnel.com/img/pf/D631502PN.jpg;;;;;;;;;;
CAPACILLO NUM 1X500UD;1900;https://www.dispropancaribe.com/cdn/shop/products/112409112410112411112412112413112414112445.jpg?v=1650915460;;;;;;;;;;
CAPACILLO NUM 2X500UD;2800;https://www.dispropancaribe.com/cdn/shop/products/112409112410112411112412112413112414112445.jpg?v=1650915460;;;;;;;;;;
CAPACILLO NUM 4 X400UD;3300;https://www.dispropancaribe.com/cdn/shop/products/112409112410112411112412112413112414112445.jpg?v=1650915460;;;;;;;;;;
CAPACILLO NUM 3 X100UD;3900;https://www.dispropancaribe.com/cdn/shop/products/112409112410112411112412112413112414112445.jpg?v=1650915460;;;;;;;;;;
CAPACILLOS NUM 5 X500UD;12250;https://www.dispropancaribe.com/cdn/shop/products/112409112410112411112412112413112414112445.jpg?v=1650915460;;;;;;;;;;
CAPACILLOS NUM 6 X500UD;13200;https://www.dispropancaribe.com/cdn/shop/products/112409112410112411112412112413112414112445.jpg?v=1650915460;;;;;;;;;;
MOLDE CAPACILLO ALUMINIO X10UD;2900;https://www.orquidea.com.co/image/cache/catalog/Products/Nacional/2303019U_1-1000x1000.jpg;;;;;;;;;;
MOLDE CAPACILLO ALUMINIO x6 XUD;2100;https://www.orquidea.com.co/image/cache/catalog/Products/Nacional/2303019U_1-1000x1000.jpg;;;;;;;;;;
CINTA AMARRE DECORATIVA X100UD;1500;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOn1zlUJdF_B2a1pIDH7huagJRs6QZFQQLx_3xCsQbGNQeU0sGjcH0PcQkgYSOrCHL-Ck&usqp=CAU;;;;;;;;;;
CINTA X50MTS XUD;2700;https://http2.mlstatic.com/D_NQ_NP_935658-MCO82190542166_022025-O.webp;;;;;;;;;;
CINTA X100MTS XUD;5100;https://http2.mlstatic.com/D_NQ_NP_935658-MCO82190542166_022025-O.webp;;;;;;;;;;
CINTA X300MTS XUD;15100;https://http2.mlstatic.com/D_NQ_NP_935658-MCO82190542166_022025-O.webp;;;;;;;;;;
ROLLO TERMICO 80X60;4000;https://medios.papeleriamodelo.com/wp-content/uploads/2015/06/rollos-papel-termico-80x60.jpg;;;;;;;;;;
CAJA TAPABOCAS CIVIL X50UD INDIVIDUAL;10000;https://static.wixstatic.com/media/536afe_046ec1dd63e44799aeeb489fd18ac1ab~mv2.jpg/v1/fill/w_560,h_560,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Sin%20t%C3%ADtulo-1%20copia.jpg;;;;;;;;;;
CAJA TAPABOCAS NIÑO DECORADO X50UD;12000;https://http2.mlstatic.com/D_Q_NP_2X_980379-CBT84202365057_042025-T.webp;;;;;;;;;;
CAJA TAPABOCAS NEGRO EMPAQ INDIV X50UD;15000;https://paraisodistribuciones.com/wp-content/uploads/2023/07/tapabocas-ukaint-negro-1.png;;;;;;;;;;
ESPONJA MATRIX X14UD NIXA;9000;https://www.multiexpress.com.co/wp-content/uploads/2023/02/1730.jpg;;;;;;;;;;
ESPONJA METALIZADA PINTO X1UD;4300;https://http2.mlstatic.com/D_NQ_NP_2X_887111-MCO82026399678_022025-T.webp;;;;;;;;;;
PAPEL HIGI INSTIT SENCI X4UD;33600;https://static.wixstatic.com/media/34c4d6_53192676c5bf4ee096ce5e8a39ed1fe5~mv2.png/v1/fill/w_948,h_468,al_c,q_90,enc_avif,quality_auto/34c4d6_53192676c5bf4ee096ce5e8a39ed1fe5~mv2.png;;;;;;;;;;
DISPENSADOR PARA PAPEL INSTITUCIONAL;32000;https://gcinternational.com.co/wp-content/uploads/2022/03/nuevo-3-2.jpg;;;;;;;;;;
PAPEL PERIODICO X LIBRA;5000;https://www.lacobacha.com.ec/wp-content/uploads/papel-periodico.png;;;;;;;;;;
SERVILLETAS NUBE 300UD;3600;https://mercaldas.vtexassets.com/arquivos/ids/1334365/Servilleta-NUBE-cortada-x300-unds_124637.jpg?v=638618412408370000;;;;;;;;;;
SERVILLETAS RENDIPEL 300UD;3800;https://superdesechablesdelnorte.com/1447-medium_default/servilleta-partida-x-300-rendipel-.jpg;;;;;;;;;;
SERVILLETAS FAVORITA 300UD;4000;https://mercasur.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDM3ODYyLCJwdXIiOiJibG9iX2lkIn19--8de3f4fd3f6e7eade29e16aeb786d83dac7c92d7/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1420d7fd3d20057726f0ef3c0043db24ca0403be/7702120012682.jpg?locale=es;;;;;;;;;;
SkAP SERVILLETA CAFETERIA X100UD;1900;https://unibol.com.co/Pictures/x-large/Product/27/27-01.jpg;;;;;;;;;;
SERVILLETA FAMILI DISPENSAD 1A1 X150UD;2500;https://mercasur.com.co/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDkzMzU4LCJwdXIiOiJibG9iX2lkIn19--9bf74c4d453fe9f71923085b63aa1b7fc66fa392/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJQTkciLCJyZXNpemVfdG9fZml0IjpbODAwLDgwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--5bc749b878ff7aeaa8c5e47bd558bf4c834c3584/flia.PNG?locale=es;;;;;;;;;;
SERVILLETA NUBE 1a1 x150ud;2200;https://www.ecoplastcentro.com/fotos/21141.jpg;;;;;;;;;;
TOALLAS MANO MIA X 150UD;4400;https://desechablesbiodegradables.com.co/cdn/shop/products/1149036.jpg?v=1677510038;;;;;;;;;;
SERVILLETA ELITE X100UD;1600;https://www.elite.co/assets/uploads/images/9b7e6-doblada-en-2-grn-min.png;;;;;;;;;;
SERVILLETA FAMILIA PLUS 550 ;14700;https://familiainstitucional.com.ec/wp-content/uploads/2025/02/71245.png;;;;;;;;;;
SERVILLETA FAMILIA 45x100 PLUS  ;105200;https://prodiaseo.com/wp-content/uploads/2023/08/SERVILLETA-FAMILIA-PLUS-100.png;;;;;;;;;;
SERVILLETA SEDA MAX X330UD;3100;https://colombianatissue.com/wp-content/uploads/2022/12/servilletas-oscuritas-300x300.png;;;;;;;;;;
TOALLAS MANOS COLTISU X150UD;4900;https://http2.mlstatic.com/D_NQ_NP_867036-MCO43240236817_082020-O.webp;;;;;;;;;;
TOALLA COCINA NUBE X150H;4800;https://mercadomadrid.com.co/11847-superlarge_default_2x/toalla-cocina-nube-doble-hoja50hx1rollo.jpg;;;;;;;;;;
GORRO ORUGA  X 10 UD;2500;https://http2.mlstatic.com/D_NQ_NP_848290-MCO79750006823_102024-O.webp;;;;;;;;;;
GORRO MALLA NEGRA  X 10 UD;4300;https://i0.wp.com/plenix.cl/wp-content/uploads/2021/04/COFIA-NEGRA.webp?fit=247%2C185&ssl=1;;;;;;;;;;
GUANTES MANIPUL ECONO X100UD;2600;https://http2.mlstatic.com/D_NQ_NP_818095-MCO73180233707_112023-O.webp;;;;;;;;;;
GUANTE QUIRURGICO BLANCO;800;https://img.freepik.com/fotos-premium/mano-medico-blanco-guante-quirurgico-esterilizado-medicina_93675-25383.jpg;;;;;;;;;;
GUANTES VINILO DURA GLOVE;800;https://www.juvisaferretero.com/wp-content/uploads/2022/04/2217.png;;;;;;;;;;
GUANTES NITRILO NEGRO RINO;800;https://mfinsumos.com/wp-content/uploads/2023/02/WhatsApp-Image-2023-02-20-at-22.04.51-1.jpeg;;;;;;;;;;
GUANTE NITRILO NEGRO GRUESO HD LAR;2000;https://mfinsumos.com/wp-content/uploads/2023/02/59-1-247x247.png;;;;;;;;;;
GUANTES NITRILO AZUL HD GRUESO;1900;https://goworld.com.co/wp-content/uploads/2021/06/WhatsApp-Image-2022-02-11-at-2.04.25-PM-1.jpeg;;;;;;;;;;
GUANTES LATEX ETERNA;3100;https://centraldesuministrosgs.com/wp-content/uploads/2023/09/guante-todo-uso-eterna-central-de-suministrosgs.png;;;;;;;;;;
BATA DESECHABLE XUD;7900;https://www.aytexdotaciones.com.co/wp-content/uploads/2021/05/Batas-desechables.png;;;;;;;;;;
DELANTAL PLASTICO X12UD;6600;https://kuyk.com.co/wp-content/uploads/2023/04/8-delantal-plastico.jpg;;;;;;;;;;
ATOMIZADOR PET 150ML;2200;https://http2.mlstatic.com/D_NQ_NP_727402-MCO41849711529_052020-O.webp;;;;;;;;;;
PISTOLA PARA ATOMIZADOR PET;1300;https://drops.com.co/cdn/shop/products/ATOMIZADOR_358a4f0e-7c5d-4ba4-9ec5-1a0ba16ce7e4.png?v=1717770417&width=1445;;;;;;;;;;
ATOMIZADOR 500 ML + CREMERA X UD;3000;https://http2.mlstatic.com/D_NQ_NP_980569-MCO44107326150_112020-O.webp;;;;;;;;;;
ATOMIZADOR  PET  250ML;2500;https://esferos.com/cdn/shop/files/16672.jpg?v=1724879288;;;;;;;;;;
ATOMIZADOR PET X1000ML;6000;https://www.induenvaseslasamericas.com/wp-content/uploads/2021/12/Bala-1000ml.jpg;;;;;;;;;;
ENVASE PERSONAL 250ML XUD POR MAYOR;1000;https://lh5.googleusercontent.com/proxy/gtbCIAr-sXWiZE_04T6xCtwLevpMUTTWBD9oVpoxSyKjHfc2QqaeDDp21UYjc5cXopnX54NX3IfhaLUT4ZIudUA9tY8TjqluoLZSnGKsT6xuzUhnnyw2vkKgI9YHnqhdSIXf;;;;;;;;;;
ENVASE 1 LITRO X UD POR MAYOR;1500;https://plastivalle.com/wp-content/uploads/2022/11/garrafa-rect-1-litro.jpg;;;;;;;;;;
ENVASE 2 LITRO X UD POR MAYOR;1900;https://distrienvasesms.com/wp-content/uploads/JUGO-NATURAL-OPACO-X-2-LITROS.webp;;;;;;;;;;
ENVASE 4 LITRO X UD POR MAYOR;3300;https://tecnopres.com.co/wp-content/uploads/2021/04/Garrafa-4-Litros-Pead-Natural-D-E-2.jpg;;;;;;;;;;
PALO BOM BOM BUM XPAQUT;8700;https://http2.mlstatic.com/D_NQ_NP_780218-MLA82492135399_022025-O.webp;;;;;;;;;;
PAQUETE BASE HELADO SAN JERONIMO UD;600;https://tofuu.getjusto.com/orioneat-local/resized2/DBMpZuA3mQLzKfkRE-2400-x.webp;;;;;;;;;;
PALO HELADO 100UD;1700;https://http2.mlstatic.com/D_NQ_NP_967562-MCO70528836327_072023-O.webp;;;;;;;;;;
PALO PALETA 100UD;2000;https://http2.mlstatic.com/D_NQ_NP_920046-MCO51493545875_092022-O.webp;;;;;;;;;;
PALO BAJALEGUA 100UD;5300;https://http2.mlstatic.com/D_NQ_NP_921285-MCO72185688487_102023-O.webp;;;;;;;;;;
PALO PINCHO 20CM SOL;1900;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUpKMVuhzMoiUCmeq4HWYnfhtrKNFQ44J6PA&s;;;;;;;;;;
PALO PINCHO 25CM EL SOL;2200;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCwQXlFo2dFY4GrPmNIGMvZcJsuULhBlSM3g&s;;;;;;;;;;
PALO PINCHO 30CM X100UD;2600;https://repilos.com/wp-content/uploads/2020/09/pinchos30cm.jpg;;;;;;;;;;
PALO PINCHO 30CM GRUESO X100UD;3400;https://unionglobal.com.co/wp-content/uploads/2022/12/Pincho-grueso-de-Bam.png;;;;;;;;;;
PALO MEZCLADOR MEDIANO X 500UD;4300;https://superdesechablesdelnorte.com/1404-medium_default/mezclador-plano-madera-11-cm-el-sol-pq-x-500.jpg;;;;;;;;;;
PALO MEZCLADOR LARGO X 500UD;6000;https://mercaldas.vtexassets.com/arquivos/ids/1345910/Mezclador-EL-SOL-madera-plano-1-cm-x500-unds_133783.jpg.jpg?v=638802357352430000;;;;;;;;;;
MEZCLADOR REDONDOX1000UD EL SOL;11600;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1kzDZOo19suhXzaK17oW9e795SweEC5QlFQ&s;;;;;;;;;;
MEZCLADOR PLAST X 300UD;1400;https://http2.mlstatic.com/D_NQ_NP_897508-MCO77416092817_072024-O.webp;;;;;;;;;;
PITILLOS PLAST X 500UD;2100;https://www.eje21.com.co/site/wp-content/uploads/2018/10/Pitillos.-Imagen-Mercado-Libre.jpg;;;;;;;;;;
PITILLO PLAST ENVOLTURA X 200UD;5000;https://licoresmedellin.com/cdn/shop/products/paquete-pitillo-plastico-empaque-individual-200-undpaquete-pitillo-plastico-empaque-individual-200-undlicores-medellinlicores-medellin-342518.jpg?v=1689093845&width=1024;;;;;;;;;;
PITILLO FLEXIBLE X200UD;5900;https://balloonsbogota.com/cdn/shop/files/PitilloDesechableMulticolorX20UnidadesdistribuidordesechablesmayoristabogotaTamidesechablesfiestadecoracionenvasesplasticosreciclable.jpg?v=1701529270;;;;;;;;;;
PITILLO BARVAL DELGADO X100UD;10800;https://mercaldas.vtexassets.com/arquivos/ids/1345896-800-auto?v=638799935813170000&width=800&height=auto&aspect=true;;;;;;;;;;
PITILLO BARVAL GRUESO X100UD;10500;https://ecocosta.com.co/wp-content/uploads/2020/06/BBF6281-320x320.jpg;;;;;;;;;;
PITILLO CUCHARA X 200UD;15400;https://evotiendas.com/wp-content/uploads/2024/09/P0776.jpg;;;;;;;;;;
PITILLO CHOLAO X 200UD;22200;https://jarabee.co/wp-content/uploads/2020/05/DSC_0714.jpg;;;;;;;;;;
PALILLOS DIENTES EL SOL DOBLEPUN X180UD;800;https://supertiendatuiran.com/wp-content/uploads/erp/productos/5010489/palilloelsol180u.jpg;;;;;;;;;;
PALILLOS INDIVI EL SOL X500UD;4500;https://empaquesmoleculares.com/wp-content/uploads/2024/07/PEI1-300x300.png;;;;;;;;;;
PALILLOS EXTRALARG EL SOL 125UD;1500;https://olimpica.vtexassets.com/arquivos/ids/719527/7707015506475.jpg?v=637756143093800000;;;;;;;;;;
SELLO PLUS 12OZ X20UD DARN;10800;https://cdn.ajoverdarnel.com/img/pf/D751200.jpg;;;;;;;;;;
SELLO PLUS 8 OZ X20UD DARN;8600;https://cdn.ajoverdarnel.com/img/pf/D750800.jpg;;;;;;;;;;
SELLO PLUS 8 tapa mediaOZ X20UD DARN;8600;https://cdn.ajoverdarnel.com/img/pf/D750800F.jpg;;;;;;;;;;
AIRPACK 1 LIBRA X20UD;16100;https://cdn.ajoverdarnel.com/img/pf/D7103200.jpg;;;;;;;;;;
AIRPACK 2 LIBRA X20UD;38400;https://cdn.ajoverdarnel.com/img/pf/D7106400.jpg;;;;;;;;;;
SELLO PLUS 8 OZ TAPA ALTA X20UD DARN;9400;https://cdn.ajoverdarnel.com/img/pf/D750800G.jpg;;;;;;;;;;
SELLO PLUS 12 OZ TAPA ALTA X20UD DARN;13100;https://cdn.ajoverdarnel.com/img/pf/D751200F.jpg;;;;;;;;;;
SELLO PLUS 24OZ X20UD DARN;18500;https://cdn.ajoverdarnel.com/img/pf/D752400.jpg;;;;;;;;;;
DOMO CANOA X10UD;6400;https://cdn.ajoverdarnel.com/img/pf/D78150700-2.jpg;;;;;;;;;;
DOMO DE BANDEJA ICOPOR N°1 X20UD;10400;https://cdn.ajoverdarnel.com/img/pf/D25010600.jpg;;;;;;;;;;
MINI PACK TAPA SEPARADA M X10UD;3600;https://cdn.ajoverdarnel.com/img/pf/DC07101700R.jpg;;;;;;;;;;
MINI PACK CUADRADO TAPA SEPARADA S X10UD;4700;https://cdn.ajoverdarnel.com/img/pf/DC07102000S.jpg;;;;;;;;;;
CONT OVALADO DOBLE USO X10UD;4100;https://cdn.ajoverdarnel.com/img/pf/D770800S.jpg;;;;;;;;;;
MINI PACK TAPA SEPARADA S X10UD;3000;https://cdn.ajoverdarnel.com/img/pf/DC07101200R.jpg;;;;;;;;;;
CUPCAKES & MUFFINS X 1 BASE 6CM X20UD;9200;https://cdn.ajoverdarnel.com/img/pf/D720VA100TA.jpg;;;;;;;;;;
CUPCAKES & MUFFINS X6;1600;https://cdn.ajoverdarnel.com/img/pf/D720VN600.jpg;;;;;;;;;;
BASE 17 DOMO 10 CIRCULAR DARN;1600;https://cdn.ajoverdarnel.com/img/pf/D101701D.jpg;;;;;;;;;;
BASE 22 DOMO 12 CIRCULAR DARN;2800;https://cdn.ajoverdarnel.com/img/pf/D102201D.jpg;;;;;;;;;;
BASE 28CM HONDA - DOMO 12CM X UD;3500;https://cdn.ajoverdarnel.com/img/pf/D102801D.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""13 X10UD";1400;https://cdn.ajoverdarnel.com/img/pf/D101301.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""15 X10UD";1600;https://cdn.ajoverdarnel.com/img/pf/D101501.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA"" 22 X10UD";2800;https://cdn.ajoverdarnel.com/img/pf/D102101.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""24.5 X10UD";3600;https://cdn.ajoverdarnel.com/img/pf/D102401.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""30 X10UD";4600;https://cdn.ajoverdarnel.com/img/pf/D103001.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""31 X10UD";7100;https://cdn.ajoverdarnel.com/img/pf/D103101.jpg;;;;;;;;;;
BLONDA DORADA 9,5 XUD;150;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMMWfsKoNammozPr6cjdH_f4Cws9s0twhytw&s;;;;;;;;;;
BLONDA DORADA 18 XUD;600;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMMWfsKoNammozPr6cjdH_f4Cws9s0twhytw&s;;;;;;;;;;
BLONDA DORADA 22 XUD;900;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMMWfsKoNammozPr6cjdH_f4Cws9s0twhytw&s;;;;;;;;;;
BLONDA DORADA 27 XUD;1500;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMMWfsKoNammozPr6cjdH_f4Cws9s0twhytw&s;;;;;;;;;;
BLONDA DORADA 30 XUD;5500;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMMWfsKoNammozPr6cjdH_f4Cws9s0twhytw&s;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""13 X10UD";1250;https://cdn.ajoverdarnel.com/img/pf/D101301.jpg;;;;;;;;;;
BASE 20.5 X12CM DOMO12 RECTANGULAR - MEDIO BRASO;1600;https://cdn.ajoverdarnel.com/img/pf/D002301D.jpg;;;;;;;;;;
BASE 34x14,5CM DOMO12 RECTANGULAR - BRASO COMP;3700;https://cdn.ajoverdarnel.com/img/pf/D004601D.jpg;;;;;;;;;;
BLONDA 59X37 XUD;2900;https://cdn.ajoverdarnel.com/img/pf/D0022001.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""42 XUD";1500;https://cdn.ajoverdarnel.com/img/pf/D104201.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""27 X10UD";4100;https://cdn.ajoverdarnel.com/img/pf/D102601.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""17 X10UD";1900;https://cdn.ajoverdarnel.com/img/pf/D101701.jpg;;;;;;;;;;
"BASE CIRC ICOPOR ""BLONDA""36 X10UD";8300;https://cdn.ajoverdarnel.com/img/pf/D103601.jpg;;;;;;;;;;
134 CAJA POSTRERA MINI;1000;C:\Users\57320\Desktop\icopor.com\catalogo virtual\catalogo-frontend\images\134 caja postrera mini.jpeg;;;;;;;;;;
135 CAJA GALLETERA PEQUE;1200;pendiente;;;;;;;;;;
131 caja cordon;3300;C:\Users\57320\Desktop\icopor.com\catalogo virtual\catalogo-frontend\images\131 caja cordon.jpeg;;;;;;;;;;
140 CAJA MULTIFUNCIONAL;1300;C:\Users\57320\Desktop\icopor.com\catalogo virtual\catalogo-frontend\images\140 caja multifuncional.jpeg;;;;;;;;;;
181 CAJA BOTELLA PEQUE;1800;C:\Users\57320\Desktop\icopor.com\catalogo virtual\catalogo-frontend\images\181 caja.jpeg;;;;;;;;;;
